http://www.reactome.org/biopax/60/63514#SmallMolecule1;CMP-Neu5Ac
http://www.reactome.org/biopax/60/63514#SmallMolecule2;CMP
http://www.reactome.org/biopax/60/63514#SmallMolecule3;UDP-Gal
http://www.reactome.org/biopax/60/63514#SmallMolecule4;UDP
